tweet	sentiment
kajola to molete is a slow moving traffic due to the ongoing construction coupled with counterflow.  There is a lone fallen container truck at Alahu, no casualty was recorded.  Traffic movement at Alahun is still good while effort is ongoing to evacuate the truck off the road.	Positive
the return journey is good to go.  Fumec inward and outward Adeniyi Jones is good to go.  Adequate structure is on ground.  No record of impediment at the moment.            	Positive
      Traffic is gd from Kara thru Berger, Otedola, Alausa, Conoil, Toll gate, Motorways, Ojota Bridge, Alapere, Ogudu, Ifako and Iyana Oworo.   Moving inw the Third Mainland Bridge is gd.          	Neutral
    Marwa inward Ikate is still good, but gathering momentum towards the intersection.  Ikate to Chisco is still good for now, Chisco to Jakande, Jakande to Igbo efon, Chevron, Toll plaza, Ikota, Mega chicken are all good.	Positive
CMS Bridge inward UBA is good while return journey from Apogbon bridge descending CMS by outer Marina inward State House is good. Officers Mess ascending McWen Bridge down to Bonny Camp is good. Obalende Bridge and the stretch of Ilubirin down to Adeniji is is good.	Positive
        Movement  from Empire to Jibowu under bridge to Saint Agnes is a moving traffic, Saint Agnes to Sabo, Alagomeji are good to go, while Panti to Adekunle intersection is a slow movement due to traffic light.	Positive
          High influx on 3rd mainland bridge but slow and steady approaching Adeniji inward Simpson under bridge, slow movement from Simpson bridge inward Osborne road, Obalende bridge is good, Onikan bridge descending Flag house is slow.	Positive
Aye down to Asa Afariogun intersection is good down to 7&amp;8 junction.  Return journey from 7&amp;8 inward Osolo Way, Awoniyi Elemo down to Asa Afariogun is good.    	Positive
Osborn road is also a steady flow due to ongoing alteration along the corridor.  Return journey through third mainland bridge back to Iyana Oworo, Tollgate and Otedola is very free,	Positive
Ile Zik inward National is slow due to the narrowed path at National and commercial vehicle activities. further movement from National down to Bolade Oshodi is still very good to go likewise return journey on the entire stretch back to Dopemu.    	Positive
Jesus house is ok. Vehicular movement from Eleganzer down to Ajibade babatola enroute Canoe to connect NNPC road by mubostic is a slow moving traffic, coupled with bad portions of the road along acquarite road and okada Park with alternation at Canoe roundabout.	Negative
  Can you please send a DM so as to aid further investigation? Thank you.	Neutral
olowora to connect Lagos Ibadan expressway due to the traffic light alternation at Olowora.  No record of impediment at the moment.           	Positive
     Traffic in and out o the Third Mainland Bridge is a breeze at the moment, but remember to keep it within the speed limits.              	Neutral
 faster all thru to Laspotech First and Second Gate. Odoguyan axis is slightly busy. The entire stretch of Awolowo road in &amp; out from Ota-ona is good.    	Positive
     Traffic coming from Bolade Oshodi inward Ladipo, Shogunle is good but has built up towards PWD and  Airport turning. Pressure is already mounting at Airport bus stop due to activities of the yellow buses.	Positive
Effort is ongoing for the evacuation of the truck. More updates shortly.            	Positive
Moreso, there’s a broken down truck having tyre issue inward Ikeja Along and owner is working hard to fix it.      	Negative
...Oshodi and Toyota is very free. Ajao Gate inw Lateef Salami down to Jesus house, Robinson gbagi and Ajibade Babatola is good. Mubostic inw Canoe is busy down to Chivita junction to connect Lukman Atobajeun and Swimming pool junction.    	Positive
Transloading will commence  shortly then evacuation will take effect afterwards. More Updates Shortly.           	Positive
Structure is very much place in case of any eventuality. More updates shortly.           	Positive
Falomo roundabout inward Bourdillon is good while it's slow approaching Alexander roundabout due to influx from lekki link bridge.   Steady movement towards Gerard roundabout from Parkview.  Falomo connecting Okotie eboh on Awolowo rd is slow likewise moving towards keffi.	Positive
     Heavy traffic from Mekwen bridge inward  BonnyCamp r'abt.  Movement inward Ahmadu Bello is also busy at the moment due to fuel queue at Mobil filling station.       	Negative
     Movement on Mobolaji Johnson Avenue from 7up, billings way to secretariat intersection both inward and outward is good to go.   Dr Nurudeen Olowopopo to connect Otedola under bridge in and out is equally good to go connecting	Positive
     Picture of a broken down DAF truck by Meiran turning inward Tollgate having mechanical problem. Repair is ongoing and it has no effect on traffic at the moment while adequate structure is in place.   	Negative
Further movement to Catapilla is better with slight delay at Ogba, occasioned by bus stop activities and vehicle going towards Thomas salako.  Movement to Excellence is good, with slight delay at intersection.  Good movement to Omole junction, asides alternation delays.	Positive
      A truck has broken down in the middle of the road at Shofunde bus stop, along Old ipaja Road  inward Agbotikuyo. Effect on traffic is minimal at this hour, however, effort has commenced towards evacuation.     	Negative
Effect on traffic is minimal, however, effort towards clearing the scene has commenced.          	Negative
      DHL to Toyota to 5 star enroute Aswani road by Emzor pharmaceutical bent to Aswani junction to connect Osolo-way is very free, vehicular movement from Aiye enroute Osolo way to Ogundele junction down to Aswani junction inward and 	Positive
...Apogbon bridge inward CMS down to State House is good. State House inward McWen bridge down to Bonny Camp is good.	Positive
is still in perfecf  shape.  Trebo inward Mr Biggs is on a better movement, trucks are on one lane finding their way to wharf gate.	Positive
Mobil Ashade inward Moshalasi Alhaja connecting Pen cinema under bridge is a steady movement.  Mobil Ashade inward Marketing on Akilo road is good at the moment  Marketing inward Odo Eran is moving steadily while return journey is a moving traffic.	Positive
Welfare Junction, Ikosi Junction and Clay Junction have functional traffic signal lights.  However, our officers are monitoring traffic effectively.  Officers are on ground monitoring traffic at Adebola house and other duty points.	Positive
      Good morning Lagos.  Traffic is a breeze from Kara inw Berger all the way thru Otedola, Conoil, Toll Gate, Ojota Bridge, Alapere, Ogudu, Ifako inw the Third Mainland Bridge.       	Positive
traffic is a bit slow  to VIS due to the massive turning.  Better movement to Kosoko, River valley to Isheri Olowora.   No record of impediment at the moment. Officers are on ground doing the needful.           	Positive
      Vehicular Movement from Apakun inward International airport to Nahco is good to go  Nahco to 7&amp;8 inward Oshodi is good to go at the main carriage way but slow at the service lane towards Ajao gate enroute Lateef salami street to Jesus house	Positive
       Traffic is gd from Ajuwon Rd inw Elliot, Rogo Jnctn, approaching Ishaga R/Abt.  Traffic is gd from Toyin inw Ishaga Market where it is slow inw Ishaga.       	Negative
      Traffic movement along Osolo way from Aye inward Aswani junction connecting Asa afariogun junction is good.  Towards 7&amp;8 is good.	Positive
     Report of a burning Suzuki mini bus at New road inward aAjah. No casualty is involved but the fire service team has been contacted for immediate response. 	Positive
Ishaga thru Balogun, Gudugba, Lonlo inw Fagba jnctn is currently gd.  Charity inw Social Club, Olayiwola, Amala jnctn, Ayodele approaching NNPC and the railway crossing is gd, then a bit slow inw Fagba jnctn.       	Negative
     Good flow of traffic in and out of Carter bridge. Idumota ubridge inward Eyin Eyo connecting Balogun street is good.  Oyebanji is busy from 3rd Mainland bridge inward Adeniji Adele Road.       	Positive
...Tinubu square inward Martin down to Apongbon is good. Movement King College connect Catholic mission is good. The entire stretch of Igbosere road towards Obalende is good.         	Positive
From Total up all through to Area B, there is appreciable vehicular Movement, Movement out of Apapa through the Marine bridge to connect both Ijora and Iganmu is equally good to go.         	Positive
     Movement from Sabo inward itamaga is good to go while the return trip is equally okay.  Taking it from Itamaga down to lucky fiber is appreciable but from lucky fibre to connect Energy is on a slow movement	Positive
       Movement is slow from Marwa towards Ikate, Chisco, and Jakande, due to evening rush. Good movement inwards Jakande towards Igbo-Efon and Chevron, but gets busy approaching Mega Chicken towards VGC. Connecting Ajah from VGC is good.	Positive
